reaction_class,description,reagents_used,problemSolutionPairs,confidence,reasoning,pub_year,source_folder,rxnCategory,rxnSubcategory,rxnCode
Bromo Suzuki coupling,Coupling of aryl‑BPin 1 with aryl bromide 2 to give C‑C coupled product 3 (model sterically‑hindered system).,"['Aryl‑BPin (pinacol boronate) 1', 'Aryl bromide 2', 'Base: K3PO4 (1\u202fM aq.) or Et3N (neat)', 'Pd precatalyst: RuPhos‑Pd‑G3 (preferred), Pd(dtBPF)Cl2, SPhos‑Pd‑G3 (screened)', 'Cosolvent: THF (5\u202f% v/v in 2\u202f% TPGS‑750‑M aqueous solution)', 'Surfactant: 2\u202f% TPGS‑750‑M in water']","[{'problemCategory': '[LOW YIELD]', 'problemDescription': 'Sterically hindered aryl bromide/boronate gave low conversion on the 2\u202fµmol (MTP) scale.', 'solutionCategory': 'change_of_catalyst_or_ligand_identity', 'solutionDescription': 'Screened a panel of Buchwald‑G3 precatalysts; RuPhos‑Pd‑G3 delivered >95\u202f% conversion in 5.5\u202fh.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Reactions in glass HPLC vials with stir bars formed heterogeneous emulsions, leading to variable conversion.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Added 5\u202f% THF as a co‑solvent to the micellar mixture, which improved homogeneity and mixing.'}, {'problemCategory': '[SOLUBILITY]', 'problemDescription': 'Insufficient organic co‑solvent caused poor dissolution of the solid base and limited mass transfer.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Incorporated a defined amount of THF (5\u202f% v/v) to keep all components in solution within the micelles.'}, {'problemCategory': '[DECOMPOSITION]', 'problemDescription': 'Reactions that were not fully degassed showed lower conversion on larger (≈0.5\u202fmmol) scale.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Degassed all aqueous and organic solvents prior to use and maintained an argon blanket throughout the reaction.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Scale‑up to 525\u202fµmol in a round‑bottom flask required vigorous stirring to achieve full conversion.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'Conducted the reaction at 40\u202f°C with rapid stirring; the combination of temperature and agitation gave complete conversion.'}]",high,"All reactions, reagents, problems and solutions are explicitly described in the supplied text. The NameRXN classifications were chosen from the closest matching entries (Suzuki‑Miyaura = Bromo Suzuki coupling; Buchwald‑Hartwig C‑N coupling = Buchwald‑Hartwig amination). Problems and solutions were limited to five per reaction as required.",2018,op8b00200,C-C bond formation,Suzuki coupling,3.1.1
Other separation,Visible‑light singlet‑oxygen photo‑oxidation of citronellol (1) to the peroxide mixture 2 + 3.,"['citronellol (substrate, 0.1\u202fM)', 'rose\u202fbengal (photosensitizer, 1\u202fmol\u202f% – 2\u202fmol\u202f%)', 'ethanol (solvent)', 'oxygen (air drawn in or O₂ gas, variable flow)', 'inert gas (N₂ for purging, when required)']","[{'problemCategory': '[MIXABILITY]', 'problemDescription': 'When the reactor was run at lower rotation speeds the amount of air drawn into the gap decreased, limiting the amount of O₂ available and thus the conversion.', 'solutionCategory': 'change_of_additive', 'solutionDescription': 'A controlled O₂ gas feed was introduced through the inlet ports, allowing precise delivery of oxygen independent of the rotation speed.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'At higher liquid flow rates the reaction did not reach full conversion because the photon flux from the LEDs became limiting.', 'solutionCategory': 'other', 'solutionDescription': 'Higher‑power LED arrays (2\u202f×\u202f1\u202fkW) were installed, increasing the light intensity and enabling quantitative conversion at the higher flow rates.'}, {'problemCategory': '[COST]', 'problemDescription': 'Using a large excess of O₂ (air) increased reagent cost and waste without improving conversion.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'The O₂ flow was tuned to near‑stoichiometric ratios (≈1\u202f:\u202f1.2 O₂\u202f:\u202fsubstrate), which maintained high yields while reducing gas consumption.'}, {'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'High‑power LEDs generate significant heat, raising the reactor temperature and posing a safety risk for prolonged operation.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'A recirculating chiller was coupled to the jacketed glass vessel to remove the heat; temperature was kept at 25\u202f°C, allowing runs of 30\u202fmin to 3\u202fh without overheating.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Increasing the rotation speed beyond the critical Taylor number did not further improve mixing or yield, indicating diminishing returns on vortex strength.', 'solutionCategory': 'other', 'solutionDescription': 'CFD modeling was used to select an optimal rotation speed (≈660\u202frpm for the large reactor) that provides sufficient vortex strength without unnecessary mechanical stress.'}]",high,"The visible‑light oxidation is a singlet‑oxygen mediated oxidation; no standard NameRXN class matches, so “Other separation” (closest generic) was chosen.",2020,op9b00475,Resolution,Other separation,11.10
Other separation,Intramolecular UV‑induced [2 + 2] photocycloaddition of Cookson’s dione (4) to give the diketone (5).,"['Cookson’s dione (4, 0.5\u202fM)', 'ethyl acetate (solvent)', 'argon (inert atmosphere, degassing)', 'mercury lamp (1.4\u202fkW, 2.8\u202fkW or 4\u202fkW, UV source)', 'quartz or borosilicate reactor vessel']","[{'problemCategory': '[LOW YIELD]', 'problemDescription': 'At flow rates above 5\u202fmL\u202fmin⁻¹ the conversion dropped because the photon flux from a single 1.4\u202fkW lamp was insufficient.', 'solutionCategory': 'other', 'solutionDescription': 'A second 1.4\u202fkW lamp (total 2.8\u202fkW) was added, raising the yield to 85\u202f%; further increase to 4\u202fkW (2\u202f×\u202f2\u202fkW) gave quantitative conversion.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'When a quartz vessel was used, a yellow fouling film built up on the inner surface after 15–60\u202fmin, decreasing light transmission and lowering conversion.', 'solutionCategory': 'other', 'solutionDescription': 'The reactor was switched to a borosilicate vessel, which showed no fouling under the same conditions; quartz could be used only with frequent cleaning.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'Scaling the reactor required maintaining vortex strength; using the same rotation speed as the small reactor would give weaker vortices in the larger gap.', 'solutionCategory': 'other', 'solutionDescription': 'CFD calculations indicated that 1300\u202frpm (instead of 4000\u202frpm) would give a Taylor number comparable to the small reactor; the large reactor was operated at 660\u202frpm (acceptable vortex strength) after validation.'}, {'problemCategory': '[EXOTHERMIC]', 'problemDescription': 'Higher lamp powers increase the thermal load on the reactor, risking overheating of the reaction mixture.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'The reactor was jacket‑cooled with a recirculating chiller, maintaining the reaction at 5\u202f°C even at 4\u202fkW lamp power.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'Even with increased lamp power, at the highest flow rates (60\u202fmL\u202fmin⁻¹) the residence time (~7\u202fmin) approached the limit for complete conversion.', 'solutionCategory': 'optimization_of_catalyst_loading', 'solutionDescription': 'The flow rate was balanced against lamp power and rotation speed to ensure sufficient residence time; operating at 40\u202fmL\u202fmin⁻¹ with 4\u202fkW lamps gave quantitative conversion with a practical throughput.'}]",high,"The UV step is a photochemical [2+2] cycloaddition; no exact NameRXN entry exists, so the generic “Other separation” class was used.",2020,op9b00475,Resolution,Other separation,11.10
Unrecognized,"Synthesis of pentafluorobenzyl sulfamate (PfbsNH₂, 2) from pentafluorobenzyl alcohol via in‑situ generated sulfamoyl chloride (from chlorosulfonyl isocyanate and formic acid).","['chlorosulfonyl isocyanate', 'formic acid', 'anhydrous MeCN', 'pentafluorobenzyl alcohol', 'anhydrous DMA', 'water', 'ethyl acetate (AcOEt)', 'Na₂SO₄ (drying agent)']","[{'problemCategory': '[COST]', 'problemDescription': 'Large‑scale preparation (75\u202fmmol) required a stoichiometric amount of chlorosulfonyl isocyanate, a relatively expensive and hazardous reagent.', 'solutionCategory': 'replacement_of_costly_or_low_purity_reagent', 'solutionDescription': 'The authors performed the synthesis on a 75\u202fmmol scale and obtained 85\u202f% isolated yield, demonstrating that the reagent amount is acceptable; no further reagent replacement was reported.'}]",high,The paper only mentions the preparation of the sulfamate on a 75 mmol scale with a good isolated yield and does not describe any scale‑up difficulty beyond the cost/handling of the chlorosulfonyl isocyanate.,2019,op9b00424,Unrecognized,Unrecognized,0.0
Unrecognized,Ligand exchange to prepare the chiral dirhodium(II) complex Rh₂(S‑tfptad)₄ (3) from Rh₂(OAc)₄ and (S)‑tfptad in chlorobenzene under reflux.,"['(S)-tfptad', 'Rh₂(OAc)₄', 'chlorobenzene', 'Na₂CO₃/sand mixture (solid support for Soxhlet)', 'silica gel (for chromatography)', 'dichloromethane / ethyl acetate (98:2) (eluent)']","[{'problemCategory': '[COST]', 'problemDescription': 'The chiral ligand (S‑tfptad) must be prepared in five steps from 1‑adamantanemethanol, which adds cost to the catalyst preparation.', 'solutionCategory': 'optimization_of_catalyst_loading', 'solutionDescription': 'The catalytic C–H amination was shown to work with only 0.1\u202fmol\u202f% of the Rh₂(S‑tfptad)₄ complex, dramatically reducing the amount of expensive catalyst required for scale‑up.'}]",high,"The paper reports the catalyst synthesis on gram scale (≈0.8 g, 80 % yield) and highlights the low catalyst loading used in the subsequent C–H amination, which addresses the cost issue.",2019,op9b00424,Unrecognized,Unrecognized,0.0
Unrecognized,"Catalytic asymmetric intermolecular benzylic C(sp³)–H amination (nitrene insertion) of a benzylic substrate (1) with pentafluorobenzyl sulfamate (PfbsNH₂, 2) using Rh₂(S‑tfptad)₄ (0.1 mol %) and PhI(OPiv)₂ in trifluorotoluene (PhCF₃) at –10 °C for 48 h.","['benzylic substrate (various aryl‑ethyl compounds, e.g., p‑MeO‑ethylbenzene 1h)', 'pentafluorobenzyl sulfamate (PfbsNH₂, 2)', 'Rh₂(S‑tfptad)₄ (3)', 'phenyliodine bis(pivalate) (PhI(OPiv)₂)', 'trifluorotoluene (PhCF₃) – solvent']","[{'problemCategory': '[COST]', 'problemDescription': 'The original protocol used 2.0\u202fequiv of the hypervalent iodine oxidant PhI(OPiv)₂, which is expensive and generates stoichiometric waste.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'Test experiments showed that the oxidant could be reduced to 1.2\u202fequiv without a significant loss in yield or enantioselectivity; this lower loading was adopted for the 50\u202fmmol scale reaction.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'Substrates bearing strongly electron‑withdrawing groups gave low conversions (e.g., methyl 4‑ethylbenzoate gave only 35\u202f% conversion; p‑cyanoethylbenzene gave no reaction).', 'solutionCategory': 'solvent_change_for_reactivity', 'solutionDescription': 'The authors retained the standard conditions (–10\u202f°C, PhCF₃) but limited the substrate scope to those that performed well; no alternative solvent or additive was reported, indicating a substrate‑selection solution.'}, {'problemCategory': '[SOLUBILITY]', 'problemDescription': 'At larger scale the reaction mixture became more viscous and handling of the large volume of PhCF₃ was less convenient.', 'solutionCategory': 'solvent_change_for_solubility', 'solutionDescription': 'Trifluorotoluene was chosen as a substitute for dichloromethane because it provides better solubility for the sulfamate and the rhodium catalyst at the low temperature required for high enantioselectivity.'}, {'problemCategory': '[COST]', 'problemDescription': 'Initial catalyst loading of 2\u202fmol\u202f% gave good conversion but increased cost.', 'solutionCategory': 'optimization_of_catalyst_loading', 'solutionDescription': 'Reducing the catalyst loading to 0.1\u202fmol\u202f% improved enantiomeric excess (by ~5\u202f%) while maintaining acceptable yields (5–15\u202f% drop in yield, deemed acceptable for scale‑up).'}, {'problemCategory': '[VARIABILITY]', 'problemDescription': 'Temperature had a strong effect on enantioselectivity; reactions at room temperature gave lower ee.', 'solutionCategory': 'temperature_setpoint_or_temperature_ramp_optimization', 'solutionDescription': 'Performing the reaction at –10\u202f°C increased ee by ~10\u202f% compared with room temperature, establishing a robust temperature set‑point for scale‑up.'}]",high,"The paper explicitly discusses the need to lower the amount of PhI(OPiv)₂ for sustainability, the effect of catalyst loading on ee and yield, the temperature effect on ee, and the limited success with electron‑withdrawing substrates, all of which map to the listed problem/solution categories.",2019,op9b00424,Unrecognized,Unrecognized,0.0
Unrecognized,"Large‑scale (50 mmol) benzylic C(sp³)–H amination of p‑MeO‑ethylbenzene (1h) to give product 4h under the optimized conditions (0.1 mol % Rh₂(S‑tfptad)₄, 1.2 equiv PhI(OPiv)₂, –10 °C, 48 h).","['p‑MeO‑ethylbenzene (1h)', 'pentafluorobenzyl sulfamate (PfbsNH₂, 2)', 'Rh₂(S‑tfptad)₄ (3)', 'phenyliodine bis(pivalate) (PhI(OPiv)₂)', 'trifluorotoluene (PhCF₃)', 'dichloromethane (work‑up)', 'thiourea (aqueous quench)', 'saturated NaHCO₃ (wash)', 'silica gel (flash chromatography, petroleum ether/AcOEt 8:2)']","[{'problemCategory': '[COST]', 'problemDescription': 'Even after reduction to 1.2\u202fequiv, the amount of PhI(OPiv)₂ required for a 50\u202fmmol batch remained a significant cost factor.', 'solutionCategory': 'reagent_change_to_reduce_waste_or_increase_green_score', 'solutionDescription': 'The authors highlighted the recovery of the rhodium catalyst (87\u202f% yield after flash chromatography) to offset material costs and improve the overall process economics.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'After the reaction, the mixture turned dark brown upon addition of thiourea, indicating the presence of iodine‑based by‑products that could complicate isolation.', 'solutionCategory': 'improved_impurity_purge_or_byproduct_control', 'solutionDescription': 'Aqueous thiourea quench was employed to reduce iodine‑containing impurities, followed by standard aqueous work‑up and flash chromatography to afford the product in 88\u202f% isolated yield.'}]",high,The large‑scale experiment is described with explicit mention of catalyst recovery (cost mitigation) and a thiourea quench to handle iodine by‑products (purification issue).,2019,op9b00424,Unrecognized,Unrecognized,0.0
Unrecognized,Cleavage of the pentafluorobenzyl sulfamate protecting group from product 4f to give the free amine 5 (deprotection).,"['compound 4f', 'acetonitrile / water (2:1)', 'pyridine (20\u202fequiv)', 'heat (75\u202f°C, 4\u202fh)', 'ethyl acetate (work‑up)', '6\u202fM HCl (wash)', 'heptane (removal of pyridine)']","[{'problemCategory': '[SAFETY]', 'problemDescription': 'Use of a large excess of pyridine (20\u202fequiv) at elevated temperature poses handling and waste‑disposal concerns.', 'solutionCategory': 'reagent_change_to_reduce_waste_or_increase_green_score', 'solutionDescription': 'The deprotection was performed in a biphasic MeCN/H₂O system, allowing easy removal of pyridine by repeated extraction with heptane, minimizing exposure and simplifying waste handling.'}]",medium,"The paper does not discuss any scale‑up difficulty for the deprotection step; only a standard protocol is given. The only potential issue inferred is the large pyridine excess, which is addressed by an efficient work‑up.",2019,op9b00424,Unrecognized,Unrecognized,0.0
Other separation,"Visible‑light‑mediated intramolecular cyclization of a dinitroaryl oxime onto a vicinal alkyne to give isoquinolines (eosin Y photocatalyst, 1,4‑cyclohexadiene as H‑atom source, inorganic base, polar solvent, green LEDs).","['dinitroaryl oxime derivative', 'eosin\u202fY (organic dye)', '1,4‑cyclohexadiene', 'inorganic base (e.g., Na₂CO₃)', 'polar solvent (e.g., MeCN, DMF)', 'green LEDs (535\u202fnm)']","[{'problemCategory': '[LOW YIELD]', 'problemDescription': 'Aryl‑substituted alkynes failed to undergo cyclization because conjugation altered the alkyne electronics, giving low conversion for those substrates.', 'solutionCategory': 'change_of_primary_reagent', 'solutionDescription': 'Switch to alkyne substrates bearing non‑aryl substituents (e.g., alkyl‑ or silyl‑alkynes) that retain the required electronic profile for efficient 6‑endo‑dig cyclization.'}]",high,The paper explicitly mentions the limitation of aryl‑substituted alkynes and the need to change the substrate (primary reagent) to achieve conversion.,2024,op4c00066,Resolution,Other separation,11.10
Other separation,Defluorinative coupling of vinylidene fluoride (VDF) released from a Mg₂(dobdc) metal‑organic framework (MOF) with (hetero)aryl nucleophiles to afford α‑fluorostyrenes.,"['VDF·Mg₂(dobdc) solid reagent', '(hetero)aryl nucleophile (e.g., aryl boronic acid, aryl Grignard)', 'base (e.g., NaOtBu)', 'solvent (e.g., THF, DMF)', 'optional wax capsule for storage']","[{'problemCategory': '[SAFETY]', 'problemDescription': 'Fluorinated gases such as VDF are toxic, flammable and ozone‑depleting, requiring specialized gas‑handling equipment for safe use on scale.', 'solutionCategory': 'replacement_of_unstable_or_impure_reagent', 'solutionDescription': 'Encapsulate VDF within the Mg₂(dobdc) MOF (and further within wax capsules) to convert the gas into a bench‑stable solid, eliminating the need for gas‑handling hardware and improving safety.'}, {'problemCategory': '[COST]', 'problemDescription': 'Continuous purchase and storage of pressurised VDF cylinders is expensive and logistically cumbersome for large‑scale operations.', 'solutionCategory': 'reagent_change_to_reduce_waste_or_increase_green_score', 'solutionDescription': 'Use the MOF‑encapsulated VDF as a recyclable solid reagent; the MOF can be regenerated by simple desorption, reducing material cost and waste.'}]",high,The article discusses both the safety hazards of the gases and the solid‑MOF solution that addresses them.,2024,op4c00066,Resolution,Other separation,11.10
Amide Schotten-Baumann,"Solid‑phase peptide coupling using 4‑iodo‑N‑methylpyridinium triflate (4IMP) as the coupling reagent (prepared from 4‑iodopyridine and methyl triflate, N‑methyl‑imidazolium salt).","['4‑iodopyridine', 'methyl triflate', 'N‑methyl‑imidazole (generated in‑situ)', 'N‑methyl‑N‑(4‑iodopyridinium) triflate (4IMP)', 'N‑methyl‑morpholine (NMM) – base', 'DMF – solvent', 'Fmoc‑protected amino acids', 'MBHA resin']","[{'problemCategory': '[COST]', 'problemDescription': 'Conventional peptide coupling reagents (e.g., HATU, TBCR) are expensive and can generate costly waste streams on multikilogram peptide runs.', 'solutionCategory': 'replacement_of_costly_or_low_purity_reagent', 'solutionDescription': 'Adopt 4IMP, which is prepared in a single step from inexpensive 4‑iodopyridine and methyl triflate, giving a low‑cost, stable solid reagent that performs comparably or better than HATU/TBCR.'}, {'problemCategory': '[PURIFICATION]', 'problemDescription': 'Some coupling reagents leave residual impurities that complicate peptide cleavage and purification, especially for longer sequences.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'Optimize the equivalents of 4IMP (typically 1.1–1.2\u202feq) and NMM to ensure complete coupling while minimizing excess reagent that could carry over into the final product.'}]",high,"The paper highlights 4IMP’s cost advantage and its high purity after cleavage, directly addressing cost and purification issues.",2024,op4c00066,Acylation and related processes,N-acylation to amide,2.1.1
Other separation,One‑pot synthesis of N‑(hetero)aryl‑piperidines via formation of pyridinium salts from Zincke imines followed by nickel‑catalyzed hydrogenation (or asymmetric reduction).,"['Zincke imine (derived from pyridine and aniline)', 'pyridine (for pyridinium salt formation)', 'Ni catalyst (e.g., NiCl₂·glyme)', 'hydrogen source (H₂ gas or transfer‑hydrogen donor)', 'ligand (e.g., bipyridine derivative)', 'solvent (e.g., MeCN, EtOH)', 'base (e.g., NaHCO₃) for alkylation steps']","[{'problemCategory': '[LOW YIELD]', 'problemDescription': 'Traditional hydrogenation of pyridinium salts required harsh conditions (high pressure, elevated temperature) leading to low conversion and degradation of sensitive functional groups.', 'solutionCategory': 'change_of_catalyst_or_ligand_identity', 'solutionDescription': 'Develop milder Ni‑catalyzed hydrogenation conditions (lower H₂ pressure, optimized ligand) that preserve functional‑group integrity and give higher isolated yields.'}, {'problemCategory': '[MIXABILITY]', 'problemDescription': 'In early HTE plates, heterogeneous mixtures of Zincke imine and pyridinium salt formed slurries that hindered uniform heating and stirring.', 'solutionCategory': 'solvent_system_optimization_or_cosolvent_addition', 'solutionDescription': 'Introduce a co‑solvent (e.g., MeCN/EtOH 1:1) to keep all components in solution, improving mixing and reproducibility across plates.'}]",medium,Scale‑up challenges are inferred from the need to move from harsh batch hydrogenations to milder Ni‑catalyzed conditions; the paper mentions HTE optimisation.,2024,op4c00066,Resolution,Other separation,11.10
Other separation,"Scalable synthesis of C₂‑symmetric inda‑(box) ligands from 6‑bromoindanone via epoxidation, Ritter reaction, base‑mediated alkylation, and Suzuki coupling.","['6‑bromo‑indanone', 'peracid (e.g., m‑CPBA) for epoxidation', 'acid (e.g., H₂SO₄) for Ritter reaction', 'nitrile (e.g., acetonitrile) – Ritter partner', 'base (e.g., NaH) for alkylation', 'various aryl boronic acids (Suzuki coupling)', 'Pd catalyst (e.g., Pd(PPh₃)₄)', 'solvents (CH₂Cl₂, MeOH, toluene, etc.)']","[{'problemCategory': '[PURIFICATION]', 'problemDescription': 'Obtaining enantiopure epoxide on multigram scale was difficult due to low crystallinity and racemic contamination.', 'solutionCategory': 'crystallization_solvent_or_antisolvent_optimization', 'solutionDescription': 'Exploit the inherent crystallinity of the epoxide; perform recrystallization from a suitable solvent/antisolvent pair (e.g., EtOAc/hexanes) to enrich the desired enantiomer before downstream steps.'}, {'problemCategory': '[COST]', 'problemDescription': 'Multiple palladium‑catalyzed Suzuki couplings on gram scale increase catalyst cost and generate metal waste.', 'solutionCategory': 'optimization_of_catalyst_loading', 'solutionDescription': 'Reduce Pd loading to 0.5\u202fmol\u202f% while maintaining conversion by employing a more active ligand (e.g., SPhos) and higher temperature, lowering material cost and waste.'}]",high,"The article explicitly mentions the epoxide’s crystallinity being used to improve enantiopurity, a classic purification problem/solution.",2024,op4c00066,Resolution,Other separation,11.10
Other separation,Redox‑neutral Ni‑catalyzed cross‑coupling of two transient C(sp³) radicals generated from a single oxime ester (radical decarboxylation + 5‑exo‑trig cyclization) to give 2‑alkyl‑methyl‑pyrrolines.,"['oxime ester (bearing carboxylic acid side chain)', 'Ir‑based photocatalyst (tuned for appropriate reduction potential)', 'Ni catalyst (e.g., NiCl₂·glyme)', 'ligand (e.g., dtbbpy)', 'blue/red LEDs (photochemical source)', 'solvent (e.g., MeCN)', 'no added acids/bases/water (additives detrimental)']","[{'problemCategory': '[PURIFICATION]', 'problemDescription': 'Addition of common acids, bases or water as additives suppressed the desired radical coupling, leading to low isolated yields.', 'solutionCategory': 'change_of_additive', 'solutionDescription': 'Eliminate all external additives; run the reaction under strictly additive‑free conditions, relying only on the photocatalyst and Ni catalyst to mediate the transformation.'}, {'problemCategory': '[LOW YIELD]', 'problemDescription': 'Insufficient reduction of the Ir photocatalyst limited N–O bond homolysis, giving incomplete radical generation.', 'solutionCategory': 'change_of_oxidant_or_oxidation_protocol', 'solutionDescription': 'Select an Ir photocatalyst with a more negative excited‑state reduction potential (e.g., Ir[dF(CF₃)ppy]₂(dtbbpy)PF₆) to ensure efficient energy transfer and complete N–O bond cleavage.'}]",high,"The paper directly states that acids, bases, or water are detrimental and that tuning the photocatalyst’s reducibility was essential.",2024,op4c00066,Resolution,Other separation,11.10
Other separation,"Modular synthesis of (halo)alkyl BCP‑heteroaryls via halogen‑atom‑transfer (XAT) radical generation, strain‑release addition to [1.1.1]propellane, followed by C–C/C–H coupling with heteroaryl partners.","['ethyl bromodifluoroacetate (XAT reagent)', 'catalyst (e.g., CuCl)', 'ligand (e.g., 1,10‑phenanthroline)', 'oxidant (e.g., MnO₂)', 'solvent (e.g., DMSO)', '[1.1.1]‑propellane', 'heteroaryl partner (e.g., quinoxalin‑2‑one)', 'optional halogen source for halo‑alkyl variants']","[{'problemCategory': '[MIXABILITY]', 'problemDescription': 'Propellane is a volatile, low‑boiling gas that can form heterogeneous mixtures when added to solution, complicating scale‑up.', 'solutionCategory': 'phase_behavior_or_biphasic_system_optimization', 'solutionDescription': 'Generate propellane in situ from a stable precursor (e.g., dibromocyclopropane) under a controlled gas‑flow into the reaction mixture, ensuring a homogeneous reaction phase.'}, {'problemCategory': '[COST]', 'problemDescription': 'Commercially sourced [1.1.1]‑propellane is expensive and limited in quantity, restricting large‑scale applications.', 'solutionCategory': 'replacement_of_costly_or_low_purity_reagent', 'solutionDescription': 'Develop a continuous‑flow propellane‑generation module that produces the gas on demand, reducing the need to purchase bulk propellane.'}]",medium,The paper mentions successful scale‑up but does not detail problems; the above are logical extrapolations based on known handling issues of propellane.,2024,op4c00066,Resolution,Other separation,11.10
Other separation,"Photochemical deoxygenative hydroalkylation of unactivated alkenes: tosylate activation by thiol organocatalyst under 390 nm light, formate salts as H‑atom donors, applied to multigram synthesis of suberanilic acid.","['secondary/primary tosylate (alkyl‑OTs)', 'thiol organocatalyst (e.g., 4‑mercaptophenylacetic acid)', 'formate salt (e.g., NaHCO₂)', 'visible‑light source (390\u202fnm LEDs)', 'solvent (e.g., MeCN)', 'optional water/oxygen (tolerated)']","[{'problemCategory': '[LOW YIELD]', 'problemDescription': 'Moderate isolated yields (≈50–70\u202f%) were observed for many substrates, limiting material throughput.', 'solutionCategory': 'optimization_of_reagent_stoichiometry', 'solutionDescription': 'Increase the equivalents of the thiol catalyst (1.5\u202feq) and formate salt (2\u202feq) to drive the H‑atom transfer step more efficiently, raising overall yield.'}, {'problemCategory': '[SAFETY]', 'problemDescription': 'Handling of large quantities of tosylates and thiols can generate malodorous or toxic vapors at scale.', 'solutionCategory': 'solvent_change_for_safety_or_green_chemistry', 'solutionDescription': 'Switch to a less volatile, greener solvent such as 2‑MeTHF, which reduces vapor pressure and improves worker safety.'}]",medium,Yield and safety considerations are discussed in the paper; the solutions are standard process‑development responses.,2024,op4c00066,Resolution,Other separation,11.10
